"","X","year","rank","city","growth","workers","company","state","revenue","yrs_on_list","industry","metro","longitude","latitude","street.address","url","zip","founded"
"165",1224,2015,3395,"Conshohocken",96.9081,34,"CSG Global","PA",9719085,4,"IT Services","Philadelphia",-75.2729,40.11,NA,0,0,0
"166",1288,2015,4868,"Blue Bell",47.2569,200,"Anexinet(1)","PA",105299000,8,"IT Services","Philadelphia",-75.2716,40.13,NA,0,0,0
"167",1202,2015,2854,"Philadelphia",125.4682,47,"Intuitive Company","PA",9482762,3,"Software","Philadelphia",-75.222,40.02,NA,0,0,0
"168",1170,2015,2206,"Philadelphia",177.2772,65,"CorpU","PA",4915587,1,"Education","Philadelphia",-75.18,39.95,NA,0,0,0
"169",1103,2015,229,"Philadelphia",1906.7319,40,"Environmental Construction Services","PA",7340525,1,"Construction","Philadelphia",-75.1758,39.89,NA,0,0,0
"170",1113,2015,603,"Philadelphia",760.0387,12,"Payrollshopping.com","PA",2594513,1,"Business Products & Services","Philadelphia",-75.1613,39.95,NA,0,0,0
"171",1196,2015,2721,"Horsham",134.1161,285,"LRA Worldwide","PA",36790960,3,"Business Products & Services","Philadelphia",-75.1525,40.16,NA,0,0,0
"172",1291,2015,4945,"Fort Washington",44.6887,56,"IT Solutions Consulting","PA",11703032,8,"IT Services","Philadelphia",-75.1503,39.96,NA,0,0,0
"173",1226,2015,3458,"Dresher",93.4429,1430,"Ascensus","PA",275099000,2,"Financial Services","Philadelphia",-75.147,40.16,NA,0,0,0
"174",1294,2015,4998,"Philadelphia",43.2366,7,"Chorus Communications","PA",3336176,2,"Telecommunications","Philadelphia",-75.1444,39.95,NA,0,0,0
"175",1115,2015,672,"Wyncote",670.1339,12,"GLOBO","PA",2109027,3,"Business Products & Services","Philadelphia",-75.1409,40.09,NA,0,0,0
"176",1273,2015,4492,"Horsham",57.9154,63,"Dudnyk","PA",19272000,2,"Advertising & Marketing","Philadelphia",-75.1408,40.17,NA,0,0,0
"177",1100,2015,57,"Horsham",4613.7719,98,"Clinical Ink","PA",5932989,2,"Health","Philadelphia",-75.1306,40.17,NA,0,0,0
"178",1253,2015,4135,"Elkins Park",68.3297,36,"CETRA Language Solutions","PA",6883000,8,"Business Products & Services","Philadelphia",-75.1266,40.07,NA,0,0,0
"179",1104,2015,284,"Bethlem",1634.8897,10,"LiveHelpNow","PA",2141756,3,"Software","Allentown-Bethlehem-Easton, PA-NJ",-75.1152,40.16,NA,0,0,0
"180",1262,2015,4312,"Hatboro",63.0556,70,"Benjamin Foods(2)","PA",70072219,3,"Food & Beverage","Philadelphia",-75.1091,40.16,NA,0,0,0
"181",1285,2015,4789,"Hatboro",49.6046,110,"Linda's Stuff","PA",19158930,1,"Retail","Philadelphia",-75.1011,40.17,NA,0,0,0
"182",1262,2015,4312,"Hatboro",63.0556,70,"Benjamin Foods(3)","PA",70072219,3,"Food & Beverage","Philadelphia",-75.0513,40.17,NA,0,0,0
"183",1262,2015,4312,"Hatboro",63.0556,70,"Benjamin Foods(1)","PA",70072219,3,"Food & Beverage","Philadelphia",-75.0388,40.11,NA,0,0,0
"184",1233,2015,3668,"Malvern",84.7276,24,"Precision Mechanical Services","PA",5300000,1,"Business Products & Services","Philadelphia",-74.9945,40.05,NA,0,0,0
"185",1219,2015,3351,"Newtown",98.8376,71,"Optimal Strategix Group","PA",13043816,6,"Advertising & Marketing","Philadelphia",-74.9186,40.22,NA,0,0,0
"186",1290,2015,4938,"Langhorne",44.8744,14,"GPS North America","PA",4275819,1,"Logistics & Transportation","Philadelphia",-74.9083,40.22,NA,0,0,0
"187",1108,2015,500,"Morrisville",912.5984,45,"WeVeel","PA",10288000,2,"Consumer Products & Services","Philadelphia",-74.7755,40.21,NA,0,0,0
"188",1015,2014,2998,"Pittsburgh",119.291,15,"Z Brand Group","PA",3067705,2,"Advertising & Marketing","Pittsburgh, PA",-79.9952,40.44,NA,0,0,0
"189",931,2014,627,"Pittsburgh",744.3667,175,"Branding Brand","PA",12130721,2,"Software","Pittsburgh, PA",-79.9724,40.43,NA,0,0,0
"190",1004,2014,2730,"Export",137.0437,190,"PRISM Response","PA",21334019,1,"Environmental Services","Pittsburgh, PA",-79.598,40.4,NA,0,0,0
"191",1021,2014,3150,"Indiana",111.4589,74,"Environmental Service Laboratories","PA",7535741,2,"Environmental Services","Indiana, PA",-79.0755,40.05,NA,0,0,0
"192",1022,2014,3151,"Somerset",111.4443,251,"Somerset Regional Water Resources","PA",73097031,1,"Energy","Somerset, PA",-79.0541,40.02,NA,0,0,0
"193",932,2014,654,"New Oxford",703.4112,25,"AllPure Technologies","PA",2944992,1,"Manufacturing","Philadelphia",-77.0221,39.87,NA,0,0,0
"194",1096,2014,4939,"Allentown",44.3599,35,"Eastern Time","PA",5304523,1,"Security","Allentown-Bethlehem-Easton, PA-NJ",-76.9878,40.17,NA,0,0,0
"195",1008,2014,2807,"Montoursville",131.5586,25,"Sage Age Strategies(2)","PA",4519854,1,"Advertising & Marketing","Williamsport, PA",-76.9268,41.25,NA,0,0,0
"196",1008,2014,2807,"Montoursville",131.5586,25,"Sage Age Strategies(1)","PA",4519854,1,"Advertising & Marketing","Williamsport, PA",-76.8943,41.25,NA,0,0,0
"197",1087,2014,4738,"Harrisburg",50.624,132,"Journal Multimedia(1)","PA",20155000,7,"Media","Harrisburg-Carlisle, PA",-76.8835,40.29,NA,0,0,0
"198",960,2014,1461,"Harrisburg",292.7318,32,"Red Privet","PA",2722747,1,"Business Products & Services","Harrisburg-Carlisle, PA",-76.8788,40.26,NA,0,0,0
"199",958,2014,1329,"Harrisburg",324.284,64,"Ritter Insurance Marketing","PA",21393912,3,"Insurance","Harrisburg-Carlisle, PA",-76.8439,40.31,NA,0,0,0
"200",1087,2014,4738,"Harrisburg",50.624,132,"Journal Multimedia(2)","PA",20155000,7,"Media","Harrisburg-Carlisle, PA",-76.728,39.96,NA,0,0,0
"201",1039,2014,3588,"Lancaster",90.6501,173,"Smilebuilderz(1)","PA",17383100,4,"Health","Lancaster, PA",-76.3205,40.07,NA,0,0,0
"202",1083,2014,4669,"Lititz",52.7124,83,"The Benecon Group","PA",26744447,8,"Insurance","Lancaster, PA",-76.303,40.11,NA,0,0,0
"203",1039,2014,3588,"Lancaster",90.6501,173,"Smilebuilderz(2)","PA",17383100,4,"Health","Lancaster, PA",-76.1532,40.16,NA,0,0,0
"204",1034,2014,3556,"Reading",91.9445,45,"Suburban Testing Labs","PA",3511749,1,"Environmental Services","Reading, PA",-75.9201,40.4,NA,0,0,0
"205",1019,2014,3094,"Exton",114.7142,30,"Savantis Group(2)","PA",8303000,1,"IT Services","Philadelphia",-75.6852,40.06,NA,0,0,0
"206",1075,2014,4399,"Chester Springs",61.3718,15,"CB Transportation","PA",16756799,4,"Logistics & Transportation","Philadelphia",-75.6548,40.12,NA,0,0,0
"207",1066,2014,4275,"Exton",65.579,79,"Education Management Solutions","PA",19379156,8,"Education","Philadelphia",-75.6522,40.02,NA,0,0,0
"208",1025,2014,3340,"Pottstown",100.621,45,"VideoRay","PA",12922000,2,"Manufacturing","Reading, PA",-75.6502,40.25,NA,0,0,0
"209",1086,2014,4726,"Altoona",51.0218,390,"Blair Companies","PA",68360000,3,"Manufacturing","Altoona, PA",-75.613,39.94,NA,0,0,0
"210",1019,2014,3094,"Exton",114.7142,30,"Savantis Group(1)","PA",8303000,1,"IT Services","Philadelphia",-75.6011,40.03,NA,0,0,0
"211",1090,2014,4803,"Exton",48.5676,307,"Frontage Laboratories","PA",35836000,2,"Health","Philadelphia",-75.5472,40.06,NA,0,0,0
"212",993,2014,2417,"Malvern",159.0402,25,"CRM Manager","PA",3547781,1,"IT Services","Philadelphia",-75.5336,40.06,NA,0,0,0
"213",1089,2014,4801,"Malvern",48.6461,104,"Akcelerant Software","PA",15667060,3,"Financial Services","Philadelphia",-75.5282,40.05,NA,0,0,0
"214",974,2014,1952,"Philadelphia",208.0198,85,"Magellan Search & Staffing","PA",8104000,3,"Human Resources","Philadelphia",-75.4139,40.09,NA,0,0,0
"215",986,2014,2296,"King of Prussia",169.6034,122,"Beyond.com","PA",35620000,5,"Human Resources","Philadelphia",-75.4097,40.1,NA,0,0,0
"216",1098,2014,4985,"Quakertown",42.8976,11,"Demco Automation","PA",2245082,1,"Manufacturing","Philadelphia",-75.3842,40.44,NA,0,0,0
"217",1071,2014,4311,"King of Prussia",64.5502,53,"Liberty Personnel Services","PA",8525735,5,"Human Resources","Philadelphia",-75.3383,40.09,NA,0,0,0
"218",1097,2014,4969,"Conshohocken",43.5599,11,"Pediatric Therapeutic Services","PA",9864000,8,"Education","Philadelphia",-75.3021,40.08,NA,0,0,0
"219",1061,2014,4201,"King of Prussia",68.0431,183,"Health Market Science","PA",40458508,5,"IT Services","Philadelphia",-75.2981,40.1,NA,0,0,0
"220",1076,2014,4405,"Pittsburgh",61.2384,365,"AIReS(2)","PA",242326296,6,"Logistics & Transportation","Pittsburgh, PA",-75.2955,40.28,NA,0,0,0
"221",939,2014,859,"Plymouth Meeting",525.4941,25,"The FlexPro Group","PA",6330000,3,"Health","Philadelphia",-75.2857,40.12,NA,0,0,0
"222",1076,2014,4405,"Pittsburgh",61.2384,365,"AIReS(1)","PA",242326296,6,"Logistics & Transportation","Pittsburgh, PA",-75.2821,40.33,NA,0,0,0
"223",1092,2014,4843,"Blue Bell",47.5063,87,"Fesnak","PA",10534900,3,"Financial Services","Philadelphia",-75.2786,40.13,NA,0,0,0
"224",1030,2014,3531,"Sharon Hill",92.9924,89,"Nathan Sports","PA",23244000,3,"Consumer Products & Services","Philadelphia",-75.2606,39.91,NA,0,0,0
"225",1059,2014,4157,"North Wales",69.501,52,"Compliance Management International(2)","PA",6636007,2,"Environmental Services","Philadelphia",-75.2343,40.21,NA,0,0,0
"226",1059,2014,4157,"North Wales",69.501,52,"Compliance Management International(3)","PA",6636007,2,"Environmental Services","Philadelphia",-75.2303,40.22,NA,0,0,0
"227",1059,2014,4157,"North Wales",69.501,52,"Compliance Management International(1)","PA",6636007,2,"Environmental Services","Philadelphia",-75.2289,40.18,NA,0,0,0
"228",1081,2014,4648,"East Stroudsburg",53.4528,67,"Vigon International(2)","PA",85358525,7,"Manufacturing","East Stroudsburg, PA",-75.1937,40.99,NA,0,0,0
"229",1023,2014,3231,"Philadelphia",107.285,14,"Context Travel","PA",4487922,4,"Travel & Hospitality","Philadelphia",-75.18,39.95,NA,0,0,0
"230",1081,2014,4648,"East Stroudsburg",53.4528,67,"Vigon International(1)","PA",85358525,7,"Manufacturing","East Stroudsburg, PA",-75.1561,41.03,NA,0,0,0
"231",1035,2014,3561,"Philadelphia",91.5637,5,"Barzilay Development","PA",2042923,1,"Real Estate","Philadelphia",-75.1423,39.97,NA,0,0,0
"232",1088,2014,4762,"Camp Hill",49.8663,43,"Momentum","PA",8959205,4,"Government Services","Harrisburg-Carlisle, PA",-75.1394,40.05,NA,0,0,0
"233",1065,2014,4270,"Doylestown",65.6882,15,"Alliance Adjustment Group","PA",4312343,1,"Insurance","Philadelphia",-75.1303,40.32,NA,0,0,0
"234",999,2014,2570,"Trevose",146.5076,23,"Contour Data Solutions","PA",9753602,4,"IT Services","Philadelphia",-74.9787,40.12,NA,0,0,0
"235",921,2014,360,"Bristol",1319.6092,10,"WebEyeCare","PA",9513000,2,"Retail","Philadelphia",-74.8549,40.1,NA,0,0,0
"236",857,2013,3575,"McKeesport",84.8612,126,"AEC Group","PA",41701000,3,"IT Services","Pittsburgh, PA",-79.8443,40.35,NA,0,0,0
"237",785,2013,1473,"New Kensington",270.7642,138,"Geo-Solutions","PA",34546700,5,"Construction","Pittsburgh, PA",-79.7662,40.57,NA,0,0,0
"238",827,2013,2465,"Ebensburg",145.3081,62,"Gittings Private Investigations & Security","PA",2353209,1,"Security","Johnstown, PA",-78.7247,40.49,NA,0,0,0
"239",870,2013,3870,"State College",72.5721,77,"Videon Central","PA",12576078,4,"Consumer Products & Services","State College, PA",-77.9037,40.78,NA,0,0,0
"240",833,2013,2722,"Newtown",128.3308,100,"IFG Mortgage","PA",17533872,3,"Financial Services","Philadelphia",-76.9427,40.24,NA,0,0,0
"241",788,2013,1582,"Philadelphia",250.7305,22,"Gibraltar IT","PA",2224529,1,"IT Services","Philadelphia",-76.8692,40.14,NA,0,0,0
"242",828,2013,2473,"Bloomsburg",144.9048,64,"OPTiMO Information Technology","PA",8098325,1,"IT Services","Bloomsburg-Berwick, PA",-76.4577,41,NA,0,0,0
"243",849,2013,3267,"Hegins",97.9301,47,"Ashland Technologies","PA",6157088,5,"Manufacturing","Pottsville, PA",-76.4338,40.65,NA,0,0,0
"244",892,2013,4610,"Wyomissing",47.1709,135,"Distributed Systems Services","PA",36724482,1,"IT Services","Reading, PA",-75.988,40.35,NA,0,0,0
"245",861,2013,3650,"Pittsburgh",81.6354,10800,"Genco","PA",1475639000,5,"Logistics & Transportation","Pittsburgh, PA",-75.7016,40.58,NA,0,0,0
"246",898,2013,4759,"Malvern",42.2697,35,"Aavalar Consulting","PA",4612984,3,"IT Services","Philadelphia",-75.5778,40.04,NA,0,0,0
"247",831,2013,2691,"Allentown",130.1893,75,"Trifecta Technologies","PA",12802567,2,"Software","Allentown-Bethlehem-Easton, PA-NJ",-75.47,40.6,NA,0,0,0
"248",901,2013,4786,"Boothwyn",41.4535,92,"Nielsen-Kellerman","PA",13085872,4,"Consumer Products & Services","Philadelphia",-75.4648,39.86,NA,0,0,0
"249",850,2013,3299,"Wayne",96.2971,75,"Focus Forward","PA",5018295,3,"Advertising & Marketing","Philadelphia",-75.4289,40.07,NA,0,0,0
"250",863,2013,3696,"Bethlehem",79.7696,44,"Puritan Products","PA",21840423,5,"Manufacturing","Allentown-Bethlehem-Easton, PA-NJ",-75.4268,40.65,NA,0,0,0
"251",804,2013,2110,"Audubon",176.7059,80,"CFS Clinical","PA",11011657,1,"Health","Philadelphia",-75.4134,40.12,NA,0,0,0
"252",794,2013,1854,"King of Prussia",205.7584,139,"QuadGen Wireless Solutions","PA",16123918,3,"Telecommunications","Philadelphia",-75.4002,40.08,NA,0,0,0
"253",883,2013,4256,"Conshohocken",58.6875,23,"Decision Strategies International","PA",10156000,4,"Business Products & Services","Philadelphia",-75.3088,40.07,NA,0,0,0
"254",842,2013,3073,"Plymouth Meeting",108.4305,51,"Arraya Solutions","PA",34645428,1,"IT Services","Philadelphia",-75.2972,40.11,NA,0,0,0
"255",772,2013,1126,"Conshohocken",371.9471,7,"Pathology Lab Solutions","PA",2055962,1,"Health","Philadelphia",-75.2962,40.07,NA,0,0,0
"256",822,2013,2385,"Ardmore",151.4234,99,"Double Prime","PA",19342000,1,"IT Services","Philadelphia",-75.2922,40.01,NA,0,0,0
"257",885,2013,4421,"Blue Bell",53.0068,26,"MayoSeitz Media","PA",39471787,2,"Advertising & Marketing","Philadelphia",-75.2857,40.14,NA,0,0,0
"258",812,2013,2271,"Chalfont",161.0204,55,"Matcor","PA",24622154,4,"Manufacturing","Philadelphia",-75.2491,40.28,NA,0,0,0
"259",881,2013,4202,"Norristown",60.8253,47,"Adaptive Solutions","PA",8223000,7,"IT Services","Philadelphia",-75.1703,39.95,NA,0,0,0
"260",903,2013,4813,"Erdenheim",40.4997,55,"Griswold Home Care","PA",12164460,2,"Health",NA,-75.1372,40.24,NA,0,0,0
"261",907,2013,4904,"Warrington",37.4907,38,"KMRD Partners","PA",17991193,5,"Insurance","Philadelphia",-75.1332,40.26,NA,0,0,0
"262",839,2013,2982,"Southampton",113.2126,22,"IMET","PA",2665266,1,"Manufacturing","Philadelphia",-75.0425,40.17,NA,0,0,0
"263",895,2013,4684,"Langhorne",44.9385,58,"Dyventive","PA",8785016,3,"Business Products & Services","Philadelphia",-74.8991,40.18,NA,0,0,0
"264",614,2012,1279,"Pittsburgh",241.4588,60,"RE2","PA",7574573,3,"Engineering","Pittsburgh, PA",-79.9581,40.48,NA,0,0,0
"265",736,2012,4605,"Gibsonia",18.3309,37,"Knichel Logistics","PA",41268334,5,"Logistics & Transportation","Pittsburgh, PA",-79.9463,40.62,NA,0,0,0
"266",616,2012,1327,"Philadelphia",232.096,2970,"Five Below","PA",297113000,1,"Retail","Philadelphia",-79.9441,40.33,NA,0,0,0
"267",732,2012,4531,"Pittsburgh",20.2345,17,"NET Xperts","PA",3028436,2,"IT Services","Pittsburgh, PA",-79.8653,40.43,NA,0,0,0
"268",654,2012,2618,"North Versailles",90.967,38,"Ideal Integrations","PA",10322339,4,"IT Services","Pittsburgh, PA",-79.7782,40.38,NA,0,0,0
"269",721,2012,4229,"Bedford",29.3709,270,"Bedford Reinforced Plastics","PA",53114322,3,"Manufacturing","n/a",-78.5298,40.1,NA,0,0,0
"270",704,2012,3858,"State College",40.5502,39,"EnergyCAP","PA",5185060,5,"Software","State College, PA",-77.9011,40.79,NA,0,0,0
"271",676,2012,2997,"Harrisburg",72.7576,270,"National Recovery Agency & American Agencies","PA",55270397,6,"Financial Services","Harrisburg-Carlisle, PA",-76.8455,40.25,NA,0,0,0
"272",698,2012,3641,"Harrisburg",48.4037,220,"U-Gro Learning Centres","PA",9003316,4,"Education","Harrisburg-Carlisle, PA",-76.8208,40.25,NA,0,0,0
"273",651,2012,2552,"West Chester",94.4576,11,"Timothy Off Heating & Air Conditioning","PA",2127730,1,"Construction","Philadelphia",-75.5933,39.97,NA,0,0,0
"274",729,2012,4427,"Chadds Ford",23.6495,6,"Proforma Print Marketing","PA",2060000,2,"Business Products & Services","Philadelphia",-75.5495,39.88,NA,0,0,0
"275",683,2012,3181,"Allentown",65.1207,129,"Lehigh Gas(1)","PA",1628760000,1,"Energy","Allentown-Bethlehem-Easton, PA-NJ",-75.4712,40.6,NA,0,0,0
"276",662,2012,2757,"Green Lane",83.9698,45,"SLM Facility Solutions Nationwide","PA",46685620,2,"Environmental Services","Philadelphia",-75.4626,40.34,NA,0,0,0
"277",642,2012,2256,"Pittsburgh",112.1818,206,"JusticeWorks YouthCare","PA",8745080,1,"Government Services","Pittsburgh, PA",-75.4574,40.63,NA,0,0,0
"278",683,2012,3181,"Allentown",65.1207,129,"Lehigh Gas(2)","PA",1628760000,1,"Energy","Allentown-Bethlehem-Easton, PA-NJ",-75.4372,40.62,NA,0,0,0
"279",731,2012,4488,"King of Prussia",21.7433,129,"Goddard Systems","PA",35567527,4,"Education","Philadelphia",-75.4161,40.1,NA,0,0,0
"280",644,2012,2293,"Audubon",109.7534,20,"RSI Content Solutions","PA",4423329,3,"Software","Philadelphia",-75.4048,40.13,NA,0,0,0
"281",659,2012,2686,"Audubon",87.5109,89,"Globus Medical","PA",331478000,1,"Health","Philadelphia",-75.3988,40.12,NA,0,0,0
"282",681,2012,3126,"Morgantown",67.5503,44,"EthoSource","PA",10830313,1,"Business Products & Services","Reading, PA",-75.3542,40.09,NA,0,0,0
"283",638,2012,2111,"Chadds Ford",123.3687,33,"JBS","PA",5814550,1,"Software","Philadelphia",-75.3412,40.29,NA,0,0,0
"284",710,2012,4058,"Philadelphia",34.407,13,"iFAX Solutions","PA",9701624,6,"Telecommunications","Philadelphia",-75.3251,40.11,NA,0,0,0
"285",645,2012,2312,"Newtown",108.2574,6168,"EPAM Systems","PA",334528000,5,"IT Services","Philadelphia",-75.2996,40.08,NA,0,0,0
"286",746,2012,4888,"Conshohocken",8.8192,27,"Saladworks","PA",67790000,5,"Food & Beverage","Philadelphia",-75.2891,40.1,NA,0,0,0
"287",580,2012,26,"Philadelphia",6428.6649,23,"Leadnomics","PA",11309998,2,"Advertising & Marketing","Philadelphia",-75.1825,39.96,NA,0,0,0
"288",667,2012,2864,"Philadelphia",79.5003,20,"CoffeeForLess.com","PA",17303098,6,"Food & Beverage","Philadelphia",-75.1713,39.95,NA,0,0,0
"289",728,2012,4413,"Philadelphia",24.0506,503,"Cozen O'Connor","PA",2.94e+08,3,"Business Products & Services","Philadelphia",-75.1681,39.95,NA,0,0,0
"290",697,2012,3632,"Horsham",48.7947,156,"Language Services Associates","PA",26044522,5,"Business Products & Services","Philadelphia",-75.1502,40.17,NA,0,0,0
"291",747,2012,4948,"Horsham",6.9019,20,"ValexConsulting","PA",2060000,1,"IT Services","Philadelphia",-75.1469,40.16,NA,0,0,0
"292",694,2012,3573,"Warminster",50.9345,34,"Tescor","PA",8435659,2,"Manufacturing","Philadelphia",-75.0812,40.21,NA,0,0,0
"293",584,2012,165,"Huntingdon Valley",2018.2392,213,"Aardvark Event Logistics","PA",2200088,1,"Advertising & Marketing","Philadelphia",-75.0699,40.16,NA,0,0,0
"294",441,2011,1451,"Pittsburgh",192.4654,1600,"Liberty Tire Recycling","PA",244374872,3,"Environmental Services","Pittsburgh, PA",-79.9975,40.45,NA,0,0,0
"295",403,2011,293,"Pittsburgh",1115.2425,269,"Precision Therapeutics","PA",28132450,3,"Health","Pittsburgh, PA",-79.9699,40.43,NA,0,0,0
"296",488,2011,2866,"Butler",75.0177,68,"Fuellgraf Electric","PA",21383111,3,"Construction","Pittsburgh, PA",-79.9265,40.82,NA,0,0,0
"297",415,2011,670,"Chester",475.3163,900,"Power Home Remodeling","PA",123227000,8,"Construction","Philadelphia",-79.8764,40.44,NA,0,0,0
"298",491,2011,2986,"Pittsburgh",69.2592,56,"e-STAFF Consulting Group","PA",5174086,1,"IT Services","Pittsburgh, PA",-79.7687,40.46,NA,0,0,0
"299",486,2011,2855,"Garnet Valley",75.4119,54,"Critical Path Services","PA",4746999,1,"Business Products & Services","Philadelphia",-79.7422,40.48,NA,0,0,0
"300",498,2011,3148,"Sharon",62.9527,645,"Quaker Steak & Lube","PA",29082771,5,"Food & Beverage","Youngstown-Warren-Boardman, OH-PA",-77.8041,40.83,NA,0,0,0
"301",565,2011,4679,"Mount Joy",12.5854,7,"JRD Packaging and Industrial Supply","PA",3824681,2,"Manufacturing","Lancaster, PA",-77.5818,40.59,NA,0,0,0
"302",417,2011,735,"Mansfield",429.3862,22,"Mansfield Crane Service","PA",4134946,1,"Construction","none",-77.0633,41.78,NA,0,0,0
"303",561,2011,4595,"Mount Joy",14.734,35,"Phoenix Packaging","PA",7188798,1,"Manufacturing","Lancaster, PA",-76.4682,40.11,NA,0,0,0
"304",408,2011,396,"Lancaster",858.7401,22,"Synapse Marketing Solutions","PA",3308401,1,"Advertising & Marketing","Lancaster, PA",-76.3887,40.05,NA,0,0,0
"305",555,2011,4474,"Lancaster",18.575,17,"geographIT","PA",2439245,5,"Government Services","Lancaster, PA",-76.3042,40.06,NA,0,0,0
"306",426,2011,1157,"Lancaster",256.0434,112,"Smilebuilderz","PA",8701351,4,"Health","Lancaster, PA",-76.1532,40.16,NA,0,0,0
"307",437,2011,1412,"Reading",200.4094,670,"Fidelity Technologies","PA",109832142,5,"Government Services","Reading, PA",-75.9193,40.37,NA,0,0,0
"308",490,2011,2917,"Wilkes-Barre",72.3367,400,"Sundance Vacations","PA",60704340,3,"Travel & Hospitality","Scranton--Wilkes-Barre, PA",-75.8514,41.24,NA,0,0,0
"309",576,2011,4932,"Scranton",4.4093,692,"CPG International","PA",327535000,1,"Manufacturing","Scranton--Wilkes-Barre, PA",-75.6929,41.37,NA,0,0,0
"310",515,2011,3494,"Reading",49.6587,216,"Caring Matters Home Care(2)","PA",3109987,1,"Health","Reading, PA",-75.6835,41.41,NA,0,0,0
"311",515,2011,3494,"Reading",49.6587,216,"Caring Matters Home Care(1)","PA",3109987,1,"Health","Reading, PA",-75.6809,41.41,NA,0,0,0
"312",421,2011,859,"Exton",360.4589,185,"ipipeline","PA",24280000,9,"Software","Philadelphia",-75.5976,40.04,NA,0,0,0
"313",458,2011,2086,"Whitehall",121.0092,14,"Dynalene","PA",4016142,2,"Manufacturing","Allentown-Bethlehem-Easton, PA-NJ",-75.5042,40.68,NA,0,0,0
"314",493,2011,3076,"King of Prussia",65.2376,10,"The Logic Group","PA",2489445,2,"IT Services","Philadelphia",-75.4583,40.18,NA,0,0,0
"315",480,2011,2671,"Coraopolis",85.152,125,"ECSI","PA",20680679,5,"Financial Services","Pittsburgh, PA",-75.4416,39.91,NA,0,0,0
"316",461,2011,2196,"Wayne",113.7938,60,"Focus Forward(2)","PA",4293033,3,"Advertising & Marketing","Philadelphia",-75.4289,40.07,NA,0,0,0
"317",549,2011,4380,"King of Prussia",21.3342,48,"Object CTalk(1)","PA",5784000,5,"Government Services","Philadelphia",-75.4139,40.1,NA,0,0,0
"318",448,2011,1680,"King of Prussia",159.994,13,"HVAC Specialty Answering Service","PA",2003485,1,"Telecommunications","Philadelphia",-75.4133,40.1,NA,0,0,0
"319",397,2011,123,"Philadelphia",2206.6502,40,"Petplan","PA",18730000,1,"Insurance","Philadelphia",-75.4112,39.99,NA,0,0,0
"320",469,2011,2417,"Avoca",98.4258,115,"Craft Oil","PA",68175700,1,"Business Products & Services","Scranton--Wilkes-Barre, PA",-75.4079,39.85,NA,0,0,0
"321",549,2011,4380,"King of Prussia",21.3342,48,"Object CTalk(2)","PA",5784000,5,"Government Services","Philadelphia",-75.3856,40.11,NA,0,0,0
"322",414,2011,665,"Eagleville",478.4243,27,"Inteprod","PA",5145934,1,"Manufacturing","Philadelphia",-75.3749,40.15,NA,0,0,0
"323",425,2011,1101,"Lansdale",273.335,14,"Global DMS","PA",2690472,1,"Real Estate","Philadelphia",-75.34,40.24,NA,0,0,0
"324",537,2011,4169,"Conshohocken",27.1086,12,"Hanover Fire & Casualty Insurance","PA",5004167,4,"Insurance","Philadelphia",-75.3083,40.07,NA,0,0,0
"325",559,2011,4556,"West Conshohocken",15.9074,349,"The Judge Group","PA",199618000,4,"Human Resources","Philadelphia",-75.3069,40.07,NA,0,0,0
"326",439,2011,1443,"Collegeville",194.1167,27,"TGaS Advisors","PA",8844772,5,"Health","Philadelphia",-75.3049,40.14,NA,0,0,0
"327",436,2011,1411,"Conshohocken",200.6103,52,"Empathy Lab","PA",11458845,2,"Advertising & Marketing","Philadelphia",-75.2996,40.08,NA,0,0,0
"328",410,2011,490,"Lansdale",698.3074,59,"Adept Consulting Services","PA",8411925,2,"IT Services","Philadelphia",-75.288,40.24,NA,0,0,0
"329",424,2011,895,"Lansdale",342.274,25,"Tri-Force Consulting Services","PA",2449539,2,"IT Services","Philadelphia",-75.2875,40.25,NA,0,0,0
